Date,Open,High,Low,Close,Adj Close,Volume,ticker,First_Day_Month,REAINTRATREARAT10Y,GDP,MEDCPIM158SFRBCLE,PSAVERT,UNRATE
2023-01-11,131.25,133.50999450683594,130.4600067138672,133.49000549316406,132.57884216308594,69458900,AAPL,2023-01-01,1.78309897,26813.601,7.40659988402694,4.4,3.4
2023-01-12,133.8800048828125,134.25999450683594,131.44000244140625,133.41000366210938,132.4993896484375,71379600,AAPL,2023-01-01,1.78309897,26813.601,7.40659988402694,4.4,3.4
2023-01-13,132.02999877929688,134.9199981689453,131.66000366210938,134.75999450683594,133.8401641845703,57809700,AAPL,2023-01-01,1.78309897,26813.601,7.40659988402694,4.4,3.4
2023-01-17,134.8300018310547,137.2899932861328,134.1300048828125,135.94000244140625,135.01210021972656,63646600,AAPL,2023-01-01,1.78309897,26813.601,7.40659988402694,4.4,3.4
2023-01-18,136.82000732421875,138.61000061035156,135.02999877929688,135.2100067138672,134.28707885742188,69672800,AAPL,2023-01-01,1.78309897,26813.601,7.40659988402694,4.4,3.4
2023-01-19,134.0800018310547,136.25,133.77000427246094,135.27000427246094,134.3466796875,58280400,AAPL,2023-01-01,1.78309897,26813.601,7.40659988402694,4.4,3.4
2023-01-20,135.27999877929688,138.02000427246094,134.22000122070312,137.8699951171875,136.92893981933594,80223600,AAPL,2023-01-01,1.78309897,26813.601,7.40659988402694,4.4,3.4
2023-01-23,138.1199951171875,143.32000732421875,137.89999389648438,141.11000061035156,140.14682006835938,81760300,AAPL,2023-01-01,1.78309897,26813.601,7.40659988402694,4.4,3.4
2023-01-24,140.30999755859375,143.16000366210938,140.3000030517578,142.52999877929688,141.55711364746094,66435100,AAPL,2023-01-01,1.78309897,26813.601,7.40659988402694,4.4,3.4
2023-01-25,140.88999938964844,142.42999267578125,138.80999755859375,141.86000061035156,140.89169311523438,65799300,AAPL,2023-01-01,1.78309897,26813.601,7.40659988402694,4.4,3.4
2023-01-26,143.1699981689453,144.25,141.89999389648438,143.9600067138672,142.97738647460938,54105100,AAPL,2023-01-01,1.78309897,26813.601,7.40659988402694,4.4,3.4
2023-01-27,143.16000366210938,147.22999572753906,143.0800018310547,145.92999267578125,144.9339141845703,70555800,AAPL,2023-01-01,1.78309897,26813.601,7.40659988402694,4.4,3.4
2023-01-30,144.9600067138672,145.5500030517578,142.85000610351562,143.0,142.02392578125,64015300,AAPL,2023-01-01,1.78309897,26813.601,7.40659988402694,4.4,3.4
2023-01-31,142.6999969482422,144.33999633789062,142.27999877929688,144.2899932861328,143.30511474609375,65874500,AAPL,2023-01-01,1.78309897,26813.601,7.40659988402694,4.4,3.4
2023-02-01,143.97000122070312,146.61000061035156,141.32000732421875,145.42999267578125,144.43731689453125,77663600,AAPL,2023-02-01,1.42020217,,7.880495894967001,4.7,3.6
2023-02-02,148.89999389648438,151.17999267578125,148.1699981689453,150.82000732421875,149.79055786132812,118339000,AAPL,2023-02-01,1.42020217,,7.880495894967001,4.7,3.6
2023-02-03,148.02999877929688,157.3800048828125,147.8300018310547,154.5,153.44541931152344,154357300,AAPL,2023-02-01,1.42020217,,7.880495894967001,4.7,3.6
2023-02-06,152.57000732421875,153.10000610351562,150.77999877929688,151.72999572753906,150.6943359375,69858300,AAPL,2023-02-01,1.42020217,,7.880495894967001,4.7,3.6
2023-02-07,150.63999938964844,155.22999572753906,150.63999938964844,154.64999389648438,153.5944061279297,83322600,AAPL,2023-02-01,1.42020217,,7.880495894967001,4.7,3.6
2023-02-08,153.8800048828125,154.5800018310547,151.1699981689453,151.9199981689453,150.88302612304688,64120100,AAPL,2023-02-01,1.42020217,,7.880495894967001,4.7,3.6
2023-02-09,153.77999877929688,154.3300018310547,150.4199981689453,150.8699951171875,149.84019470214844,56007100,AAPL,2023-02-01,1.42020217,,7.880495894967001,4.7,3.6
2023-02-10,149.4600067138672,151.33999633789062,149.22000122070312,151.00999450683594,150.20823669433594,57450700,AAPL,2023-02-01,1.42020217,,7.880495894967001,4.7,3.6
2023-02-13,150.9499969482422,154.25999450683594,150.9199981689453,153.85000610351562,153.03317260742188,62199000,AAPL,2023-02-01,1.42020217,,7.880495894967001,4.7,3.6
2023-02-14,152.1199951171875,153.77000427246094,150.86000061035156,153.1999969482422,152.3865966796875,61707600,AAPL,2023-02-01,1.42020217,,7.880495894967001,4.7,3.6
2023-02-15,153.11000061035156,155.5,152.8800048828125,155.3300018310547,154.5052947998047,65573800,AAPL,2023-02-01,1.42020217,,7.880495894967001,4.7,3.6
2023-02-16,153.50999450683594,156.3300018310547,153.35000610351562,153.7100067138672,152.89389038085938,68167900,AAPL,2023-02-01,1.42020217,,7.880495894967001,4.7,3.6
2023-02-17,152.35000610351562,153.0,150.85000610351562,152.5500030517578,151.7400665283203,59144100,AAPL,2023-02-01,1.42020217,,7.880495894967001,4.7,3.6
2023-02-21,150.1999969482422,151.3000030517578,148.41000366210938,148.47999572753906,147.691650390625,58867200,AAPL,2023-02-01,1.42020217,,7.880495894967001,4.7,3.6
2023-02-22,148.8699951171875,149.9499969482422,147.16000366210938,148.91000366210938,148.119384765625,51011300,AAPL,2023-02-01,1.42020217,,7.880495894967001,4.7,3.6
2023-02-23,150.08999633789062,150.33999633789062,147.24000549316406,149.39999389648438,148.6067657470703,48394200,AAPL,2023-02-01,1.42020217,,7.880495894967001,4.7,3.6
2023-02-24,147.11000061035156,147.19000244140625,145.72000122070312,146.7100067138672,145.9310760498047,55469600,AAPL,2023-02-01,1.42020217,,7.880495894967001,4.7,3.6
2023-02-27,147.7100067138672,149.1699981689453,147.4499969482422,147.9199981689453,147.1346435546875,44998500,AAPL,2023-02-01,1.42020217,,7.880495894967001,4.7,3.6
2023-02-28,147.0500030517578,149.0800018310547,146.8300018310547,147.41000366210938,146.62734985351562,50547000,AAPL,2023-02-01,1.42020217,,7.880495894967001,4.7,3.6
2023-03-01,146.8300018310547,147.22999572753906,145.00999450683594,145.30999755859375,144.5384979248047,55479000,AAPL,2023-03-01,2.05963636,,4.62475076644842,5.2,3.5
2023-03-02,144.3800048828125,146.7100067138672,143.89999389648438,145.91000366210938,145.1353302001953,52238100,AAPL,2023-03-01,2.05963636,,4.62475076644842,5.2,3.5
2023-03-03,148.0399932861328,151.11000061035156,147.3300018310547,151.02999877929688,150.22813415527344,70732300,AAPL,2023-03-01,2.05963636,,4.62475076644842,5.2,3.5
2023-03-06,153.7899932861328,156.3000030517578,153.4600067138672,153.8300018310547,153.01327514648438,87558000,AAPL,2023-03-01,2.05963636,,4.62475076644842,5.2,3.5
2023-03-07,153.6999969482422,154.02999877929688,151.1300048828125,151.60000610351562,150.79510498046875,56182000,AAPL,2023-03-01,2.05963636,,4.62475076644842,5.2,3.5
2023-03-08,152.80999755859375,153.47000122070312,151.8300018310547,152.8699951171875,152.05833435058594,47204800,AAPL,2023-03-01,2.05963636,,4.62475076644842,5.2,3.5
2023-03-09,153.55999755859375,154.5399932861328,150.22999572753906,150.58999633789062,149.79046630859375,53833600,AAPL,2023-03-01,2.05963636,,4.62475076644842,5.2,3.5
2023-03-10,150.2100067138672,150.94000244140625,147.61000061035156,148.5,147.71156311035156,68572400,AAPL,2023-03-01,2.05963636,,4.62475076644842,5.2,3.5
2023-03-13,147.80999755859375,153.13999938964844,147.6999969482422,150.47000122070312,149.67111206054688,84457100,AAPL,2023-03-01,2.05963636,,4.62475076644842,5.2,3.5
2023-03-14,151.27999877929688,153.39999389648438,150.10000610351562,152.58999633789062,151.7798309326172,73695900,AAPL,2023-03-01,2.05963636,,4.62475076644842,5.2,3.5
2023-03-15,151.19000244140625,153.25,149.9199981689453,152.99000549316406,152.17771911621094,77167900,AAPL,2023-03-01,2.05963636,,4.62475076644842,5.2,3.5
2023-03-16,152.16000366210938,156.4600067138672,151.63999938964844,155.85000610351562,155.0225372314453,76161100,AAPL,2023-03-01,2.05963636,,4.62475076644842,5.2,3.5
2023-03-17,156.0800018310547,156.74000549316406,154.27999877929688,155.0,154.1770477294922,98944600,AAPL,2023-03-01,2.05963636,,4.62475076644842,5.2,3.5
2023-03-20,155.07000732421875,157.82000732421875,154.14999389648438,157.39999389648438,156.56430053710938,73641400,AAPL,2023-03-01,2.05963636,,4.62475076644842,5.2,3.5
2023-03-21,157.32000732421875,159.39999389648438,156.5399932861328,159.27999877929688,158.43431091308594,73938300,AAPL,2023-03-01,2.05963636,,4.62475076644842,5.2,3.5
2023-03-22,159.3000030517578,162.13999938964844,157.80999755859375,157.8300018310547,156.9920196533203,75701800,AAPL,2023-03-01,2.05963636,,4.62475076644842,5.2,3.5
2023-03-23,158.8300018310547,161.5500030517578,157.67999267578125,158.92999267578125,158.08616638183594,67622100,AAPL,2023-03-01,2.05963636,,4.62475076644842,5.2,3.5
2023-03-24,158.86000061035156,160.33999633789062,157.85000610351562,160.25,159.39918518066406,59196500,AAPL,2023-03-01,2.05963636,,4.62475076644842,5.2,3.5
2023-03-27,159.94000244140625,160.77000427246094,157.8699951171875,158.27999877929688,157.43963623046875,52390300,AAPL,2023-03-01,2.05963636,,4.62475076644842,5.2,3.5
2023-03-28,157.97000122070312,158.49000549316406,155.97999572753906,157.64999389648438,156.81297302246094,45992200,AAPL,2023-03-01,2.05963636,,4.62475076644842,5.2,3.5
2023-03-29,159.3699951171875,161.0500030517578,159.35000610351562,160.77000427246094,159.9164276123047,51305700,AAPL,2023-03-01,2.05963636,,4.62475076644842,5.2,3.5
2023-03-30,161.52999877929688,162.47000122070312,161.27000427246094,162.36000061035156,161.4979705810547,49501700,AAPL,2023-03-01,2.05963636,,4.62475076644842,5.2,3.5
2023-03-31,162.44000244140625,165.0,161.91000366210938,164.89999389648438,164.02447509765625,68749800,AAPL,2023-03-01,2.05963636,,4.62475076644842,5.2,3.5
2023-04-03,164.27000427246094,166.2899932861328,164.22000122070312,166.1699981689453,165.28775024414062,56976200,AAPL,2023-04-01,1.44391386,27063.012,5.186168013480691,5.2,3.4
2023-04-04,166.60000610351562,166.83999633789062,165.11000061035156,165.6300048828125,164.75062561035156,46278300,AAPL,2023-04-01,1.44391386,27063.012,5.186168013480691,5.2,3.4
2023-04-05,164.74000549316406,165.0500030517578,161.8000030517578,163.75999450683594,162.8905487060547,51511700,AAPL,2023-04-01,1.44391386,27063.012,5.186168013480691,5.2,3.4
2023-04-06,162.42999267578125,164.9600067138672,162.0,164.66000366210938,163.7857666015625,45390100,AAPL,2023-04-01,1.44391386,27063.012,5.186168013480691,5.2,3.4
2023-04-10,161.4199981689453,162.02999877929688,160.0800018310547,162.02999877929688,161.1697235107422,47716900,AAPL,2023-04-01,1.44391386,27063.012,5.186168013480691,5.2,3.4
2023-04-11,162.35000610351562,162.36000061035156,160.50999450683594,160.8000030517578,159.9462432861328,47644200,AAPL,2023-04-01,1.44391386,27063.012,5.186168013480691,5.2,3.4
2023-04-12,161.22000122070312,162.05999755859375,159.77999877929688,160.10000610351562,159.24998474121094,50133100,AAPL,2023-04-01,1.44391386,27063.012,5.186168013480691,5.2,3.4
2023-04-13,161.6300048828125,165.8000030517578,161.4199981689453,165.55999755859375,164.68099975585938,68445600,AAPL,2023-04-01,1.44391386,27063.012,5.186168013480691,5.2,3.4
2023-04-14,164.58999633789062,166.32000732421875,163.82000732421875,165.2100067138672,164.33285522460938,49386500,AAPL,2023-04-01,1.44391386,27063.012,5.186168013480691,5.2,3.4
2023-04-17,165.08999633789062,165.38999938964844,164.02999877929688,165.22999572753906,164.3527374267578,41516200,AAPL,2023-04-01,1.44391386,27063.012,5.186168013480691,5.2,3.4
2023-04-18,166.10000610351562,167.41000366210938,165.64999389648438,166.47000122070312,165.58616638183594,49923000,AAPL,2023-04-01,1.44391386,27063.012,5.186168013480691,5.2,3.4
2023-04-19,165.8000030517578,168.16000366210938,165.5399932861328,167.6300048828125,166.739990234375,47720200,AAPL,2023-04-01,1.44391386,27063.012,5.186168013480691,5.2,3.4
2023-04-20,166.08999633789062,167.8699951171875,165.55999755859375,166.64999389648438,165.76519775390625,52456400,AAPL,2023-04-01,1.44391386,27063.012,5.186168013480691,5.2,3.4
2023-04-21,165.0500030517578,166.4499969482422,164.49000549316406,165.02000427246094,164.14385986328125,58337300,AAPL,2023-04-01,1.44391386,27063.012,5.186168013480691,5.2,3.4
2023-04-24,165.0,165.60000610351562,163.88999938964844,165.3300018310547,164.45220947265625,41949600,AAPL,2023-04-01,1.44391386,27063.012,5.186168013480691,5.2,3.4
2023-04-25,165.19000244140625,166.30999755859375,163.72999572753906,163.77000427246094,162.90049743652344,48714100,AAPL,2023-04-01,1.44391386,27063.012,5.186168013480691,5.2,3.4
2023-04-26,163.05999755859375,165.27999877929688,162.8000030517578,163.75999450683594,162.8905487060547,45498800,AAPL,2023-04-01,1.44391386,27063.012,5.186168013480691,5.2,3.4
2023-04-27,165.19000244140625,168.55999755859375,165.19000244140625,168.41000366210938,167.51585388183594,64902300,AAPL,2023-04-01,1.44391386,27063.012,5.186168013480691,5.2,3.4
2023-04-28,168.49000549316406,169.85000610351562,167.8800048828125,169.67999267578125,168.7790985107422,55209200,AAPL,2023-04-01,1.44391386,27063.012,5.186168013480691,5.2,3.4
2023-05-01,169.27999877929688,170.4499969482422,168.63999938964844,169.58999633789062,168.68959045410156,52472900,AAPL,2023-05-01,1.53690406,,4.83841780786021,5.3,3.7
2023-05-02,170.08999633789062,170.35000610351562,167.5399932861328,168.5399932861328,167.64515686035156,48425700,AAPL,2023-05-01,1.53690406,,4.83841780786021,5.3,3.7
2023-05-03,169.5,170.9199981689453,167.16000366210938,167.4499969482422,166.56094360351562,65136000,AAPL,2023-05-01,1.53690406,,4.83841780786021,5.3,3.7
2023-05-04,164.88999938964844,167.0399932861328,164.30999755859375,165.7899932861328,164.90975952148438,81235400,AAPL,2023-05-01,1.53690406,,4.83841780786021,5.3,3.7
2023-05-05,170.97999572753906,174.3000030517578,170.75999450683594,173.57000732421875,172.6484832763672,113316400,AAPL,2023-05-01,1.53690406,,4.83841780786021,5.3,3.7
2023-05-08,172.47999572753906,173.85000610351562,172.11000061035156,173.5,172.57882690429688,55962800,AAPL,2023-05-01,1.53690406,,4.83841780786021,5.3,3.7
2023-05-09,173.0500030517578,173.5399932861328,171.60000610351562,171.77000427246094,170.85801696777344,45326900,AAPL,2023-05-01,1.53690406,,4.83841780786021,5.3,3.7
2023-05-10,173.02000427246094,174.02999877929688,171.89999389648438,173.55999755859375,172.63851928710938,53724500,AAPL,2023-05-01,1.53690406,,4.83841780786021,5.3,3.7
2023-05-11,173.85000610351562,174.58999633789062,172.1699981689453,173.75,172.82748413085938,49514700,AAPL,2023-05-01,1.53690406,,4.83841780786021,5.3,3.7
2023-05-12,173.6199951171875,174.05999755859375,171.0,172.57000732421875,171.89120483398438,45497800,AAPL,2023-05-01,1.53690406,,4.83841780786021,5.3,3.7
2023-05-15,173.16000366210938,173.2100067138672,171.47000122070312,172.07000732421875,171.39317321777344,37266700,AAPL,2023-05-01,1.53690406,,4.83841780786021,5.3,3.7
2023-05-16,171.99000549316406,173.13999938964844,171.8000030517578,172.07000732421875,171.39317321777344,42110300,AAPL,2023-05-01,1.53690406,,4.83841780786021,5.3,3.7
2023-05-17,171.7100067138672,172.92999267578125,170.4199981689453,172.69000244140625,172.01072692871094,57951600,AAPL,2023-05-01,1.53690406,,4.83841780786021,5.3,3.7
2023-05-18,173.0,175.24000549316406,172.5800018310547,175.0500030517578,174.36143493652344,65496700,AAPL,2023-05-01,1.53690406,,4.83841780786021,5.3,3.7
2023-05-19,176.38999938964844,176.38999938964844,174.94000244140625,175.16000366210938,174.4710235595703,55772400,AAPL,2023-05-01,1.53690406,,4.83841780786021,5.3,3.7
2023-05-22,173.97999572753906,174.7100067138672,173.4499969482422,174.1999969482422,173.5147705078125,43570900,AAPL,2023-05-01,1.53690406,,4.83841780786021,5.3,3.7
2023-05-23,173.1300048828125,173.3800048828125,171.27999877929688,171.55999755859375,170.88516235351562,50747300,AAPL,2023-05-01,1.53690406,,4.83841780786021,5.3,3.7
2023-05-24,171.08999633789062,172.4199981689453,170.52000427246094,171.83999633789062,171.1640625,45143500,AAPL,2023-05-01,1.53690406,,4.83841780786021,5.3,3.7
2023-05-25,172.41000366210938,173.89999389648438,171.69000244140625,172.99000549316406,172.30955505371094,56058300,AAPL,2023-05-01,1.53690406,,4.83841780786021,5.3,3.7
2023-05-26,173.32000732421875,175.77000427246094,173.11000061035156,175.42999267578125,174.7399444580078,54835000,AAPL,2023-05-01,1.53690406,,4.83841780786021,5.3,3.7
2023-05-30,176.9600067138672,178.99000549316406,176.57000732421875,177.3000030517578,176.60260009765625,55964400,AAPL,2023-05-01,1.53690406,,4.83841780786021,5.3,3.7
2023-05-31,177.3300018310547,179.35000610351562,176.75999450683594,177.25,176.5527801513672,99625300,AAPL,2023-05-01,1.53690406,,4.83841780786021,5.3,3.7
2023-06-01,177.6999969482422,180.1199951171875,176.92999267578125,180.08999633789062,179.38160705566406,68901800,AAPL,2023-06-01,1.06063107,,4.39642524892616,4.8,3.6
2023-06-02,181.02999877929688,181.77999877929688,179.25999450683594,180.9499969482422,180.23822021484375,61945900,AAPL,2023-06-01,1.06063107,,4.39642524892616,4.8,3.6
2023-06-05,182.6300048828125,184.9499969482422,178.0399932861328,179.5800018310547,178.87362670898438,121946500,AAPL,2023-06-01,1.06063107,,4.39642524892616,4.8,3.6
2023-06-06,179.97000122070312,180.1199951171875,177.42999267578125,179.2100067138672,178.5050811767578,64848400,AAPL,2023-06-01,1.06063107,,4.39642524892616,4.8,3.6
2023-06-07,178.44000244140625,181.2100067138672,177.32000732421875,177.82000732421875,177.1205596923828,61944600,AAPL,2023-06-01,1.06063107,,4.39642524892616,4.8,3.6
2023-06-08,177.89999389648438,180.83999633789062,177.4600067138672,180.57000732421875,179.8597412109375,50214900,AAPL,2023-06-01,1.06063107,,4.39642524892616,4.8,3.6
2023-06-09,181.5,182.22999572753906,180.6300048828125,180.9600067138672,180.24818420410156,48870700,AAPL,2023-06-01,1.06063107,,4.39642524892616,4.8,3.6
2023-06-12,181.27000427246094,183.88999938964844,180.97000122070312,183.7899932861328,183.0670623779297,54274900,AAPL,2023-06-01,1.06063107,,4.39642524892616,4.8,3.6
2023-06-13,182.8000030517578,184.14999389648438,182.44000244140625,183.30999755859375,182.5889434814453,54929100,AAPL,2023-06-01,1.06063107,,4.39642524892616,4.8,3.6
2023-06-14,183.3699951171875,184.38999938964844,182.02000427246094,183.9499969482422,183.2264404296875,57462900,AAPL,2023-06-01,1.06063107,,4.39642524892616,4.8,3.6
2023-06-15,183.9600067138672,186.52000427246094,183.77999877929688,186.00999450683594,185.2783203125,65433200,AAPL,2023-06-01,1.06063107,,4.39642524892616,4.8,3.6
